OpenTime;Type;Size;OpenPrice;CloseTime;ClosePrice;Profit;Komment;Profit%;Update
2018.02.28 01:00;buy;0.20;2747.47;2018.02.28 03:34;2747.34;-0.03;[sl];-0.01%;
