OpenTime;Type;Size;OpenPrice;CloseTime;ClosePrice;Profit;Komment;Profit%;Update
2018.03.01 01:05;sell;0.30;2719.00;2018.03.01 03:51;2712.80;1.86;_1[sl];0.45%;
2018.03.01 13:50;sell;0.30;2698.87;2018.03.01 17:30;2721.11;-6.67;_2[sl];-1.61%;
2018.03.01 03:30;sell;0.30;2705.03;2018.03.01 17:35;2730.56;-7.66;_2[sl];-1.85%;
