OpenTime;Type;Size;OpenPrice;CloseTime;ClosePrice;Profit;Komment;Profit%;Update
2018.02.20 11:41;sell;0.30;7231.43;2018.02.20 11:41;7230.98;0.19;[sl];0.04%;
